"","RELIABILITY_TXT","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","ridge","vicgov_region","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","LATITUDEDD_NUM","LONGITUDEDD_NUM"
"5661","High reliability","Small hair tubes","Identified from hair or scats","mountain",1562.523601,"road",0.015425334,"Y","Y","N","N",27.7999992370605,0.703400015830994,45,136,125,16,1.26610004901886,0.045099999755621,0,1.76559710502625,259.05859375,3.19510006904602,84.9712982177734,66.9413986206055,6,13.3990001678467,-38.20212,141.7051
"5662","High reliability","Small hair tubes","Identified from hair or scats","airport",7397.643376,"watercourse_river",0.00264488,"Y","Y","N","N",30.7171001434326,0.00469999993219972,20,149,127,17,1.39559996128082,0.00100000004749745,0,1.76559710502625,264.376098632812,0.858900010585785,82.3760986328125,73.6849975585938,106,16.6650009155273,-38.04362,141.16181
"5663","High reliability","Small hair tubes","Identified from hair or scats","mountain",3524.604846,"watercourse_river",0.023388885,"Y","Y","N","N",90.9107971191406,0.092399999499321,37,140,125,106,1.91509997844696,0.012699999846518,0,1.76559710502625,258.840301513672,1.15890002250671,85.8488006591797,69.0718994140625,106,16.0706005096436,-38.21292,141.66272
"5664","High reliability","Small hair tubes","Identified from hair or scats","mountain",7524.790104,"road",9.34e-05,"Y","Y","N","N",79.4682006835938,-0.124799996614456,20,139,127,6,1.80550003051758,0.0204000007361174,0,1.76559710502625,258.467803955078,5.19630002975464,80.143798828125,77.5543975830078,6,14.5207996368408,-38.12675,141.41969
"5665","High reliability","Small hair tubes","Identified from hair or scats","airport",10214.19569,"watercourse_river",0.003078888,"Y","Y","N","N",32.4000015258789,0.00700000021606684,20,149,127,17,1.4045000076294,0.00400000018998981,0,1.76559710502625,264.072814941406,0.927100002765656,82.0718002319336,73.9271011352539,106,16.3551998138428,-38.02801,141.13647
"5666","High reliability","Small hair tubes","Identified from hair or scats","place",8775.524359,"road",0.016866687,"Y","Y","N","N",119.599998474121,0.0645999982953072,20,139,125,106,1.91760003566742,0.00939999986439943,0.163503348827362,3.84326910972595,264.796997070312,3.67890000343323,77.3210983276367,65.6592025756836,106,16.4204006195068,-38.00259,141.58664
"5668","High reliability","Small hair tubes","Identified from hair or scats","mountain",1500.920301,"road",0.018901494,"Y","Y","N","N",49.9575004577637,0.45210000872612,45,136,125,16,1.60739994049072,0.0551000013947487,0,1.76559710502625,257.893798828125,3.70449995994568,84.0870971679687,68.2554016113281,6,12.8268995285034,-38.20272,141.70009
"5669","High reliability","General observations","Observation","place",1897.090233,"watercourse_stream",0.013984613,"Y","Y","N","N",173.800003051758,0.0390999987721443,17,92,106,8,2.18989992141724,0.0206000003963709,1.23628616333008,13.0788011550903,293.504791259766,17.990800857544,81.0087966918945,34.6315994262695,8,15.4872999191284,-37.63625,145.30749
"5670","High reliability","Elliott trap","Captured and released","place",8534.792795,"road",0.001751973,"Y","Y","N","N",669.599975585938,0.0869999974966049,55,28,93,12,2.82299995422363,0.0635000020265579,1.36693227291107,12.2475967407227,265.80859375,42.9424018859863,28.5676994323731,40.9627990722656,12,11.8108997344971,-37.30038,148.32911
"5679","High reliability","Camera - Surveillance/Remote","Observation with supporting evidence","place",4425.359002,"road",0.00802222,"Y","Y","N","N",104.400001525879,-0.630800008773804,22,71,99,6,2.02600002288818,0.0339000001549721,0,1.76559710502625,270.544189453125,51.2865982055664,55.703498840332,62.4702987670898,6,11.7917003631592,-37.69446,148.76022
"5682","High reliability","Elliott trap Large","Captured and released","mountain",6927.434952,"watercourse_stream",0.011587434,"Y","Y","N","N",503.200012207031,0.414600014686585,19,100,80,12,2.60190010070801,0.022299999371171,1.19784724712372,11.7240409851074,286.277709960937,5.10610008239746,54.2495002746582,57.1397018432617,12,12.5536003112793,-37.2657,144.0714
"5683","High reliability","Elliott trap Large","Captured and released","mountain",6927.434952,"watercourse_stream",0.011587434,"Y","Y","N","N",503.200012207031,0.414600014686585,19,100,80,12,2.60190010070801,0.022299999371171,1.19784724712372,11.7240409851074,286.277709960937,5.10610008239746,54.2495002746582,57.1397018432617,12,12.5536003112793,-37.2657,144.0714
"5684","High reliability","General observations","Observation","place",1509.329489,"watercourse_stream",0.003645363,"N","N","N","N",-1,0,82,166,141,-99,0,0,0,1.76559710502625,262.029510498047,4.39120006561279,89.6088027954102,33.9550018310547,-99,19.4659996032715,-38.3347,144.29472
"5685","High reliability","Camera - Surveillance/Remote","Observation","place",6069.396391,"road",0.004633564,"Y","Y","N","Y",98.1999969482422,-0.216000005602837,36,146,118,6,1.99510002136231,0.0750000029802322,0,1.76559710502625,248.93310546875,17.3414001464844,91.2437973022461,72.0948028564453,6,15.7606000900269,-38.4169,144.94654
"5686","High reliability","Camera - Surveillance/Remote","Seen","mountain",4605.528991,"watercourse_river",0.012168676,"Y","Y","N","N",178,0.0375999994575977,62,98,109,16,2.24930000305176,0.0186999998986721,1.29120886325836,7.46425914764404,281.595001220703,29.9986991882324,56.6703987121582,26.3258991241455,12,16.0566997528076,-37.6053,148.17888
"5687","High reliability","Camera - Surveillance/Remote","Seen","mountain",6644.737689,"watercourse_stream",0.007997221,"Y","Y","N","N",73.5999984741211,-1.03779995441437,36,146,131,6,1.84210002422333,0.0910999998450279,0,1.76559710502625,261.535400390625,8.765700340271,86.7419967651367,53.380298614502,6,10.4752998352051,-38.456,144.021
"5688","High reliability","Camera - Surveillance/Remote","Seen","place",7251.396676,"watercourse_stream",0.007018581,"Y","Y","N","N",-1,0,84,170,141,-99,0,0,0,1.76559710502625,264.488891601562,6.51160001754761,91.4884033203125,52.5116004943848,-99,19.4659996032715,-38.4835,144.007
"5689","High reliability","Camera - Surveillance/Remote","Seen","place",4469.49098,"road",0.007124092,"Y","Y","N","N",-1,0,84,170,141,-99,0,0,0,1.76559710502625,262.237915039062,6.76210021972656,89.2378997802734,43.7722015380859,-99,19.4659996032715,-38.4254,144.1337
"5690","High reliability","Camera - Surveillance/Remote","Seen","place",4485.561032,"watercourse_stream",0.009082759,"Y","Y","N","N",-1,9.99999974737875e-05,84,170,141,-99,0,0.0346999987959862,0,1.76559710502625,266.175903320313,5.71810007095337,93.315803527832,54.396598815918,-99,18.9242992401123,-38.5028,143.9798
"5754","low reliability","General observations","Seen","place",1408.574393,"road",0.003239245,"Y","N","N","Y",141.600006103516,0.172900006175041,40,30,124,16,2.12829995155335,0.049600001424551,0.252615034580231,10.7729616165161,284.642700195312,24.6881999969482,80.1588973999023,45.1305999755859,12,15.2251996994019,-37.91148,145.37318
"5765","High reliability","Elliott trap","Captured and released","place",3285.20093,"watercourse_river",0.000152962,"Y","Y","N","N",205.600006103516,0.178900003433228,36,146,131,6,2.23819994926453,0.0763000026345253,0,1.76559710502625,254.556900024414,20.4964008331299,70.6550979614258,100.481498718262,6,14.5345001220703,-38.55523,143.61968
"5766","High reliability","Elliott trap","Captured and released","mountain",4112.061151,"road",0.000537291,"Y","Y","Y","N",423.600006103516,3.09100008010864,36,146,131,7,2.61520004272461,0.087399996817112,0,1.76559710502625,230.395095825195,52.7210998535156,69.3786010742187,137.41130065918,7,11.4645004272461,-38.64282,143.69065
"5771","High reliability","Cage trap","Captured and released","mountain",4112.061151,"road",0.000537291,"Y","Y","Y","N",423.600006103516,3.09100008010864,36,146,131,7,2.61520004272461,0.087399996817112,0,1.76559710502625,230.395095825195,52.7210998535156,69.3786010742187,137.41130065918,7,11.4645004272461,-38.64282,143.69065
"5772","High reliability","General observations","Captured and released","place",6826.292272,"road",0.004596042,"Y","Y","N","N",14.3999996185303,-0.115900002419949,64,102,130,113,0.737999975681305,0.0617000013589859,0,1.76559710502625,266.47509765625,2.20970010757446,89.2306976318359,34.714298248291,113,15.3548002243042,-38.34639,144.1606
"5773","High reliability","General observations","Observation","place",4942.090319,"road",0.007472724,"Y","N","N","Y",151.199996948242,0.342599987983704,40,30,106,6,2.12910008430481,0.0599999986588955,0.434189200401306,12.0748062133789,294.498596191406,27.476900100708,80.7042999267578,61.4020004272461,6,15.3471002578735,-37.6967,145.542
"5774","High reliability","General observations","Captured and released","place",4956.587785,"watercourse_river",0.004897841,"Y","Y","N","N",1087,-1.37720000743866,46,124,133,7,3.02600002288818,0.0913000032305718,1.43122231960297,16.5259647369385,232.634902954102,51.4738998413086,29.6555995941162,183.954498291016,7,11.563099861145,-37.37126,145.8634
"5777","High reliability","Cage trap","Captured and released","mountain",2893.350115,"watercourse_river",0.006484557,"Y","Y","N","N",465.399993896484,0.732599973678589,61,104,86,17,2.63269996643066,0.0241999998688698,0.385773986577988,9.84397697448731,307.075897216797,10.3390998840332,56.1195983886719,61.5527992248535,8,11.5333003997803,-36.90563,145.90402
"5778","High reliability","Cage trap","Captured and released","mountain",2893.350115,"watercourse_river",0.006484557,"Y","Y","N","N",465.399993896484,0.732599973678589,61,104,86,17,2.63269996643066,0.0241999998688698,0.385773986577988,9.84397697448731,307.075897216797,10.3390998840332,56.1195983886719,61.5527992248535,8,11.5333003997803,-36.90563,145.90402
"5780","High reliability","Cage trap","Captured and released","mountain",2893.350115,"watercourse_river",0.006484557,"Y","Y","N","N",465.399993896484,0.732599973678589,61,104,86,17,2.63269996643066,0.0241999998688698,0.385773986577988,9.84397697448731,307.075897216797,10.3390998840332,56.1195983886719,61.5527992248535,8,11.5333003997803,-36.90563,145.90402
"5781","High reliability","Cage trap","Captured and released","mountain",2893.350115,"watercourse_river",0.006484557,"Y","Y","N","N",465.399993896484,0.732599973678589,61,104,86,17,2.63269996643066,0.0241999998688698,0.385773986577988,9.84397697448731,307.075897216797,10.3390998840332,56.1195983886719,61.5527992248535,8,11.5333003997803,-36.90563,145.90402
"5785","High reliability","General observations","Captured and released","mountain",9023.975061,"watercourse_river",0.004182717,"Y","Y","N","N",255.399993896484,0.0031999999191612,30,112,112,103,1.50820004940033,0.0052000000141561,0.322294920682907,9.41339492797852,287.647308349609,4.34649991989136,65.6535034179688,37.0108985900879,103,15.6338996887207,-37.53328,142.41561
"5786","High reliability","General observations","Captured and released","mountain",13685.98597,"road",0.0045809,"Y","Y","N","N",365.399993896484,-0.0474000014364719,35,121,139,6,2.29839992523193,0.0179999992251396,0.347609966993332,23.2114105224609,297.466888427734,-3.35700011253357,70.2794036865234,47.1894989013672,6,16.6490993499756,-37.37508,142.21498
"5787","High reliability","General observations","Captured and released","mountain",13685.98597,"road",0.0045809,"Y","Y","N","N",365.399993896484,-0.0474000014364719,35,121,139,6,2.29839992523193,0.0179999992251396,0.347609966993332,23.2114105224609,297.466888427734,-3.35700011253357,70.2794036865234,47.1894989013672,6,16.6490993499756,-37.37508,142.21498
"5788","High reliability","Elliott trap","Captured and released","mountain",4894.50389,"watercourse_stream",0.009647444,"Y","Y","N","N",471.600006103516,-5.6579999923706,6,76,136,16,2.64910006523132,0.11599999666214,2.97750043869019,20.9579639434814,332.597595214844,2.85419988632202,63.2184982299805,63.5467987060547,12,11.6879997253418,-36.12616,147.22184
"5789","High reliability","Elliott trap","Captured and released","mountain",4894.50389,"watercourse_stream",0.009647444,"Y","Y","N","N",471.600006103516,-5.6579999923706,6,76,136,16,2.64910006523132,0.11599999666214,2.97750043869019,20.9579639434814,332.597595214844,2.85419988632202,63.2184982299805,63.5467987060547,12,11.6879997253418,-36.12616,147.22184
"5790","High reliability","Cage trap","Captured and released","place",6883.936555,"coast",0.014516863,"Y","Y","N","N",7.80000019073486,-0.00400000018998981,57,145,129,113,0.979900002479553,0.000300000014249235,0,1.76559710502625,262.514312744141,23.4857006072998,85.5202026367187,47.4723014831543,113,18.3621997833252,-38.65953,146.61683
"5793","High reliability","Elliott trap","Captured and released","place",3703.148055,"road",0.002641009,"Y","N","Y","N",155.600006103516,0.341100007295609,40,30,106,12,2.11840009689331,0.0544000007212162,0.57234525680542,8.4107141494751,300.508514404297,19.6054992675781,79.5095977783203,37.7633018493652,12,14.9973001480103,-37.52584,145.43103
"5795","High reliability","Elliott trap","Captured and released","place",6969.921816,"watercourse_river",0.009471385,"Y","Y","Y","N",523.599975585938,-0.30019998550415,64,102,107,103,2.64129996299744,0.048200000077486,0.352310389280319,11.2468347549438,272.809692382812,11.3123998641968,56.7677993774414,34.7158012390137,103,15.7130002975464,-37.49897,144.17945
"5796","High reliability","Scat census","Identified from hair or scats","mountain",3575.605811,"watercourse_stream",0.003592215,"Y","Y","N","N",417.200012207031,0.00930000003427267,66,109,88,12,2.59050011634827,0.0964000001549721,2.12349104881287,16.6055068969727,319.289794921875,22.1952991485596,61.4110984802246,125.773101806641,12,14.5618000030518,-36.76919,146.54577
"5797","High reliability","Timed area stag watch","Observation","place",6259.707528,"watercourse_river",0.01168428,"Y","Y","Y","Y",341.200012207031,-6.26660013198853,66,109,106,7,2.50999999046326,0.12389999628067,0.493582457304001,7.45463800430298,275.905914306641,37.3620986938477,53.3646011352539,120.719398498535,7,11.4708003997803,-37.64574,145.8207
"5798","High reliability","Timed area stag watch","Observation","place",6203.280597,"watercourse_stream",0.013120904,"Y","Y","Y","Y",680.200012207031,-2.55629992485046,63,65,106,6,2.82130002975464,0.113399997353554,0.661144733428955,8.95920658111572,248.234603881836,42.844898223877,54.1478996276855,92.2301025390625,6,10.2013998031616,-37.6729,145.58555
"5799","High reliability","Elliott trap","Captured and released","place",10754.06134,"watercourse_river",0.006152004,"Y","Y","N","N",247.600006103516,-0.0838000029325485,16,95,129,6,2.3938000202179,0.0203000009059906,0,1.76559710502625,255.349700927734,31.0638008117676,68.598503112793,46.4804992675781,6,12.4660997390747,-38.40405,146.80487
"5801","High reliability","Elliott trap","Captured and released","place",7852.388871,"coast",0.012377721,"Y","Y","N","N",1.39999997615814,-0.0394000001251697,57,145,129,104,0.480300009250641,0.0103000001981854,0,1.76559710502625,263.837585449219,22.1623992919922,87.7474975585938,45.9063987731934,104,18.0331993103027,-38.6631,146.60532
"5802","High reliability","Elliott trap","Captured and released","place",5888.8246,"watercourse_river",0.007936123,"Y","Y","N","N",50.7999992370606,-0.00389999989420176,16,95,122,16,1.69669997692108,0.0243999995291233,0,1.76559710502625,281.365386962891,25.6347007751465,60.4217987060547,12.4131002426148,3,15.4314002990723,-37.90184,147.29531
