"","SAMPLING_METHOD_DESC","RECORD_TYPE","Point","Point_Distance","Line","Line_Distance","forest","public_land","75m_dem_streams_burned_sept2012.tif","Anisotrophic_Heating_Ruggedbess.tif","ecoregion1750.tif","ecoregion2014.tif","ibra_hex.tif","land_cov_use3.tif","log_vertical_distance_saline_wetlands_sept2012.tif","ProtectionIndex.tif","Radiometrics_2014_k.tif","Radiometrics_2014_th.tif","sept2014JanMaxTemp.tif","sept2014JanRainfall.tif","sept2014JulMinTemp.tif","sept2014JulRainfall.tif","vegtpye3_4.tif","wetness_index_saga_sept2012.tif","Reliability","log","lan"
"272","Birds Australia 500m area search","Observation","place",22348.63337,"state_border",0.000293179,"N","Y",48,-0.000300000014249235,50,5,19,103,1.0349999666214,0.00230000005103648,0.70666116476059,5.67381048202515,353.076812744141,-17.9915008544922,77.9915008544922,-10.9914999008179,103,16.2563991546631,"high reliability",142.48949,-34.66655
"273","Birds Australia 5km area search","Observation","airport",5948.763733,"road",0.014832187,"N","N",89.1999969482422,0,60,4,83,9,1.14400005340576,0.0097000002861023,1.77068281173706,16.3306159973145,347.297088623047,-16.8728008270264,70.872802734375,-3.87280011177063,9,15.2988996505737,"high reliability",144.4075,-36.01449
"274","Birds Australia 500m area search","Observation","place",5060.866849,"watercourse_stream",0.001370391,"N","N",84.5999984741211,0.00760000012814999,48,93,83,20,1.1061999797821,0.00469999993219972,1.67552006244659,15.6754808425903,345.228912353516,-14.2290000915527,68.2289962768555,-2.22900009155273,103,15.6702003479004,"high reliability",144.31944,-35.86294
"275","Birds Australia 5km area search","Observation","place",6241.150659,"watercourse_stream",0.007353729,"Y","Y",598,1.9860999584198,66,109,75,7,2.76099991798401,0.237399995326996,1.15779209136963,10.653980255127,311.435211181641,24.2096004486084,54.3992004394531,136.434906005859,7,13.8640003204346,"high reliability",147.05225,-36.78177
"276","Birds Australia 500m area search","Observation","place",8710.173754,"state_border",7.29e-05,"N","N",123.697700500488,0.00419999985024333,34,18,82,103,1.92659997940064,0.0104000000283122,0.891325116157532,14.6903104782104,349.543487548828,-4.54519987106323,66.548698425293,11.4547996520996,103,17.0065002441406,"high reliability",146.25719,-36.01227
"277","Birds Australia 2ha search","Observation","place",11959.92369,"road",0.001389867,"N","N",73.0258026123047,-0.00820000004023314,71,51,48,5,1.38590002059937,0.00430000014603138,0.125426456332207,3.16385960578918,335.623901367188,-8.62390041351318,66.6239013671875,3.37610006332397,5,16.7401008605957,"high reliability",142.11821,-35.21514
"278","Birds Australia 2ha search","Observation","place",36900.3305,"road",0.335758096,"Y","Y",48.4000015258789,-0.000500000023748726,72,88,44,5,1.0925999879837,0.00480000022798777,0.601598978042603,4.00350666046143,341.968109130859,-10.9680995941162,67.9681015014648,-0.968100011348724,5,16.7178001403809,"high reliability",141.6648,-34.71622
"279","Birds Australia 5km area search","Observation","place",7155.45453,"road",0.001356288,"N","N",151.522003173828,0.000500000023748726,48,48,101,18,1.37960004806519,0.000500000023748726,1.39699721336365,13.6895542144775,329.223693847656,-15.2236995697021,72.2237014770508,9.77630043029785,109,16.494800567627,"high reliability",142.63296,-36.69765
"280","Birds Australia 2ha search","Observation","place",825.7656791,"road",0.000931089,"Y","N",178.600006103516,0.0097000002861023,48,48,96,18,1.48000001907349,0.00839999970048666,0.357095241546631,6.01166296005249,323.073699951172,-14.0158996582031,75.0736999511719,18.0088005065918,103,16.232500076294,"high reliability",142.65432,-36.91008
"281","Birds Australia 500m area search","Observation","place",9840.006258,"state_border",0.000550092,"Y","Y",51.2000007629395,-0.000899999984540045,73,9,39,4,1.13259994983673,0.00230000005103648,0.502821147441864,3.55906105041504,351.747589111328,-11.7475996017456,71.7475967407227,-6.74760007858276,4,16.016300201416,"high reliability",142.29214,-34.32524
"282","Birds Australia 5km area search","Observation","airport",11811.46935,"watercourse_channel",0.006311966,"N","N",91.7022018432617,0.00620000017806888,42,50,70,4,1.43149995803833,0.00300000002607703,0.573314607143402,7.85065984725952,339.99560546875,-11.9955997467041,66.9955978393555,1.93130004405975,4,16.0907001495361,"high reliability",143.46282,-35.46748
"283","Birds Australia 5km area search","Observation","place",9512.077034,"watercourse_stream",0.017390702,"N","N",162,0.00789999961853027,15,90,82,109,2.08349990844727,0.0052000000141561,1.9446314573288,19.090934753418,347.390991210937,-6.39510011672974,74.3951034545898,19.6049003601074,109,17.3659992218018,"high reliability",146.02475,-36.41269
"284","Birds Australia 500m area search","Observation","place",11572.95572,"state_border",0.021792265,"Y","Y",82,0,107,10,83,103,1.0702999830246,0.000199999994947575,1.43828511238098,15.347188949585,349.816497802734,-16.816499710083,71.8164978027344,-5.81650018692017,103,16.7602005004883,"high reliability",144.34343,-35.80759
"285","Birds Australia 500m area search","Observation","mountain",5269.151496,"road",0.013779366,"Y","N",443,-0.0696000009775162,19,100,139,6,2.46440005302429,0.0205000005662441,0.209393575787544,6.96591091156006,303.455902099609,-1.42309999465942,63.7112998962402,64.2886962890625,6,16.9591999053955,"high reliability",142.38235,-37.01631
"286","Birds Australia 5km area search","Observation","place",8853.404329,"watercourse_river",0.000306717,"Y","N",656.200012207031,2.45129990577698,6,76,86,16,2.79800009727478,0.0913000032305718,1.26593363285065,12.3360462188721,295.244293212891,17.2831993103027,50.3865013122559,68.7277984619141,12,12.3387002944946,"high reliability",146.26907,-36.99768
"287","Birds Australia 5km area search","Observation","place",8649.34754,"road",0.004524234,"N","N",183,-0.174999997019768,15,90,81,8,1.98479998111725,0.0143999997526407,0.543868958950043,7.61109733581543,331.307403564453,-6.55770015716553,66.2996978759766,11.7799997329712,8,15.0296001434326,"high reliability",144.61932,-36.60293
"288","Birds Australia 500m area search","Observation","place",6537.429127,"watercourse_stream",0.010817398,"Y","Y",168.800003051758,0.000699999975040555,65,14,82,18,2.11039996147156,0.0100999996066093,0.697814881801605,16.409423828125,346.150512695313,-5.77930021286011,68.2303009033203,11.2207002639771,103,17.2500991821289,"high reliability",146.15865,-36.20004
"289","Birds Australia 500m area search","Observation","place",9232.471088,"road",0.000146351,"N","Y",59,0.00310000008903444,56,46,37,18,1.31710004806519,0.00179999996908009,0.70950973033905,7.82934045791626,342.290985107422,-8.29100036621094,68.2910003662109,-0.291000008583069,4,16.1881999969482,"high reliability",142.35602,-34.71319
"290","Birds Australia 500m area search","Observation","place",2677.187918,"watercourse_channel",0.012886191,"N","N",89.3659973144531,-0.0520999990403652,70,49,37,18,1.59150004386902,0.0126000000163913,0.399123817682266,3.52455997467041,335.435302734375,-8.43529987335205,66.4617004394531,2.56469988822937,5,14.9785003662109,"high reliability",142.03074,-35.16182
"291","Birds Australia 2ha search","Observation","place",7560.853352,"watercourse_stream",0.005527985,"Y","Y",474,0.489600002765656,38,91,81,8,2.58520007133484,0.0217000003904104,1.00260055065155,9.17214107513428,294.093994140625,1.51830005645752,55.7569999694824,51.8222007751465,8,12.3048000335693,"high reliability",144.26037,-37.14043
"292","Birds Australia 2ha search","Observation","place",7560.853352,"watercourse_stream",0.005527985,"Y","Y",474,0.489600002765656,38,91,81,8,2.58520007133484,0.0217000003904104,1.00260055065155,9.17214107513428,294.093994140625,1.51830005645752,55.7569999694824,51.8222007751465,8,12.3048000335693,"high reliability",144.26037,-37.14043
"293","Birds Australia 2ha search","Observation","place",3450.595728,"road",0.019520879,"Y","Y",212.399993896484,0.0227000005543232,15,90,94,8,1.94900000095367,0.00760000012814999,0.623227179050446,9.44264698028564,327.159912109375,-11.5530004501343,68.5530014038086,11.944899559021,8,16.8463001251221,"high reliability",143.74669,-36.98176
"294","Birds Australia 500m area search","Observation","place",2633.059521,"watercourse_stream",0.012103765,"Y","Y",269,-0.0399000011384487,38,91,136,103,2.37290000915527,0.034400001168251,-0.162216141819954,1.45483267307282,340.287414550781,0.625199973583221,61.8484992980957,37.3813018798828,103,17.3111991882324,"high reliability",146.62948,-36.13481
"295","Birds Australia 2ha search","Observation","place",1373.542442,"road",0.006903934,"N","Y",142.660903930664,-0.0115000000223517,30,112,98,103,1.46249997615814,0.00719999987632036,0.161501139402389,3.16799235343933,317.767913818359,-7.40390014648438,69.065803527832,34.9342002868652,103,16.5093002319336,"high reliability",141.17216,-36.72405
"296","Birds Australia 5km area search","Observation","place",5588.84301,"watercourse_river",0.02415354,"N","N",142.199996948242,0.00100000004749745,48,48,101,18,1.35989999771118,0.00630000000819564,0.945008337497711,8.78103637695313,331.177886962891,-16.1779003143311,72.1779022216797,6.8221001625061,109,16.1375999450684,"high reliability",142.67218,-36.59615
"297","Birds Australia 500m area search","Observation","place",10758.27882,"road",0.000646221,"N","N",137.199996948242,0.000899999984540045,48,48,71,18,1.619500041008,0.0097000002861023,1.09254348278046,10.4220867156982,335.729614257813,-11.9204998016357,70.4912033081055,4.07950019836426,109,17.4944000244141,"high reliability",143.05126,-36.26213
"298","Birds Australia 500m area search","Observation","place",30280.40108,"watercourse_channel",0.154770672,"N","Y",71,0.0167999994009733,71,51,48,5,1.24469995498657,0,0.402780711650848,3.9833071231842,334.496490478516,-8.49639987945557,65.3625030517578,4.50360012054443,5,15.7954998016357,"high reliability",141.91189,-35.43147
"299","Birds Australia 5km area search","Observation","mountain",5505.630766,"road",0.001317146,"Y","Y",404,-0.219899997115135,53,6,86,103,2.56949996948242,0.0758000016212463,0.778022229671478,11.0453844070435,313.127410888672,11.2112998962402,58.521800994873,51.7182006835938,103,15.2089004516602,"high reliability",146.0848,-36.90085
"300","Birds Australia 500m area search","Observation","rail_station",8696.223359,"watercourse_stream",0.007532499,"Y","N",74.1999969482422,0.00439999997615814,32,120,123,18,1.69319999217987,0.00410000002011657,0.764215350151062,10.142391204834,286.777496337891,-1.08870005607605,79.1559982299805,-0.849200010299683,109,15.6578998565674,"high reliability",144.56838,-37.78157
"301","Birds Australia 500m area search","Observation","place",7305.943868,"road",0.000833674,"N","N",196.399993896484,0.0386999994516373,38,91,80,108,1.95270001888275,0.0362000018358231,0.723513424396515,19.1132640838623,336.069702148438,-14.1110000610352,71.1110000610352,3.96740007400513,108,17.2464008331299,"high reliability",143.95694,-36.90011
"302","Birds Australia 500m area search","Observation","mountain",10951.23437,"road",0.000542391,"N","N",172,-0.00100000004749745,48,48,94,108,1.86240005493164,0.00380000006407499,0.330988705158234,8.22492408752441,333.232604980469,-10.1752004623413,67.1752014160156,9.82479953765869,108,17.0550003051758,"high reliability",143.69745,-36.47551
"303","Birds Australia 2ha search","Observation","place",8857.270689,"road",0.012034949,"N","N",188.634094238281,0.00499999988824129,42,50,84,18,1.84640002250671,0.00669999979436398,0.492922693490982,6.29316234588623,327.006896972656,-10.0068998336792,65.0068969726563,15.9851999282837,6,15.4193000793457,"high reliability",141.65221,-36.41498
"304","Birds Australia 5km area search","Observation","place",8649.34754,"road",0.004524234,"N","N",183,-0.174999997019768,15,90,81,8,1.98479998111725,0.0143999997526407,0.543868958950043,7.61109733581543,331.307403564453,-6.55770015716553,66.2996978759766,11.7799997329712,8,15.0296001434326,"high reliability",144.61932,-36.60293
"305","Birds Australia 5km area search","Observation","mountain",362.3634312,"road",0.01950778,"Y","Y",21.2000007629394,0.00150000001303852,32,120,123,109,0.867500007152557,0.00669999979436398,0.17585588991642,3.34440636634827,284.879791259766,-7.87979984283447,87.8797988891602,-1.87979996204376,109,16.8071002960205,"high reliability",144.42635,-37.94795
"306","Birds Australia 500m area search","Observation","mountain",5269.151496,"road",0.013779366,"Y","N",443,-0.0696000009775162,19,100,139,6,2.46440005302429,0.0205000005662441,0.209393575787544,6.96591091156006,303.455902099609,-1.42309999465942,63.7112998962402,64.2886962890625,6,16.9591999053955,"high reliability",142.38235,-37.01631
"307","Birds Australia 2ha search","Observation","place",7030.89341,"watercourse_river",0.00085454,"N","N",191.199996948242,0.000199999994947575,15,90,89,108,1.98039996623993,0.00839999970048666,0.961995422840118,14.8246631622315,341.808013916016,-22.8080005645752,74.8079986572266,0.189300000667572,108,16.1574001312256,"high reliability",144.09444,-36.6796
"308","Birds Australia 500m area search","Observation","place",2490.763861,"road",0.007404254,"Y","N",304.600006103516,-0.303600013256073,38,91,80,16,2.28250002861023,0.0575000010430813,1.90193831920624,15.8914470672607,312.470703125,-8.2504997253418,67.2563018798828,25.7549991607666,3,14.927900314331,"high reliability",143.96702,-37.18821
"309","Birds Australia 5km area search","Observation","place",5588.84301,"watercourse_river",0.02415354,"N","N",142.199996948242,0.00100000004749745,48,48,101,18,1.35989999771118,0.00630000000819564,0.945008337497711,8.78103637695313,331.177886962891,-16.1779003143311,72.1779022216797,6.8221001625061,109,16.1375999450684,"high reliability",142.67218,-36.59615
"310","Birds Australia 500m area search","Observation","place",7000.848177,"watercourse_stream",0.000399935,"N","Y",123.181396484375,-0.00410000002011657,42,50,97,18,0.999300003051758,0.00480000022798777,0.0598614290356636,1.55079925060272,327.441589355469,-9.20580005645752,66.2058029174805,14.90149974823,3,16.7614994049072,"high reliability",141.91971,-36.68186
"311","Birds Australia 500m area search","Observation","airport",10384.18664,"watercourse_river",0.000639702,"N","N",163.800003051758,-0.0015999999595806,48,48,83,3,1.88479995727539,0.0124000003561378,1.08932089805603,11.4880857467651,332.321411132812,-6.32140016555786,66.321403503418,10.7861003875732,3,16.6226997375488,"high reliability",144.66572,-36.58402
"312","Birds Australia 500m area search","Observation","rail_station",5161.034786,"road",0.001384796,"N","N",152.199996948242,0.0059000002220273,39,16,82,16,2.06900000572205,0.00760000012814999,2.23440909385681,14.8734226226807,347.534393310547,0.665000021457672,68.5344009399414,26.4666004180908,103,15.6392002105713,"high reliability",146.37198,-36.36814
"313","Birds Australia 500m area search","Observation","rail_station",5161.034786,"road",0.001384796,"N","N",152.199996948242,0.0059000002220273,39,16,82,16,2.06900000572205,0.00760000012814999,2.23440909385681,14.8734226226807,347.534393310547,0.665000021457672,68.5344009399414,26.4666004180908,103,15.6392002105713,"high reliability",146.37198,-36.36814
"314","Birds Australia 500m area search","Observation","mountain",2914.656847,"road",0.02924194,"Y","Y",177.600006103516,-0.0181000009179115,15,90,68,16,2.14339995384216,0.00939999986439943,3.10301113128662,22.0200309753418,345.279296875,-2.79500007629394,69.77490234375,19.394100189209,103,17.288200378418,"high reliability",146.1851,-36.33095
"315","Birds Australia 500m area search","Observation","place",6201.775329,"road",0.005486244,"N","N",189.14860534668,0.202999994158745,39,16,86,16,2.17980003356934,0.0157999992370606,3.68658685684204,15.0309581756592,341.387786865234,1.6003999710083,67.5241012573242,31.7045993804932,108,15.3696002960205,"high reliability",146.16844,-36.4309
"316","Birds Australia 500m area search","Observation","airport",9524.501561,"road",0.019624069,"Y","Y",168.800003051758,0.0015999999595806,15,90,80,8,1.90460002422333,0.00989999994635582,1.37148058414459,17.749963760376,336.302185058594,-11.302300453186,67.3022994995117,9.69769954681397,8,17.1599006652832,"high reliability",144.33981,-36.5069
